Name;Platform;Year;Genre;Sales_NA;Sales_EU;Sales_JP;Sales_Others
Monopoly;N64;1999;Misc;170;40;0;0
Monopoly;PS2;2008;Misc;210;160;0;50
Monopoly;Wii;2008;Misc;870;850;0;200
Monopoly;PC;1994;Misc;1490;810;0;100
Monopoly;PS;1997;Misc;1180;270;0;50
Monopoly;DS;2010;Misc;160;100;0;30
Monopoly;PS3;2008;Misc;250;60;0;40
Monopoly;X360;2008;Misc;340;200;0;60
Monopoly Collection;Wii;2011;Misc;20;70;0;10
Monopoly Party;XB;2002;Misc;140;40;0;10
Monopoly Party;GC;2002;Misc;100;30;0;0
Monopoly Party;PS2;2002;Misc;250;190;0;60
Monopoly Streets;X360;2010;Misc;160;100;0;30
Monopoly Streets;PS3;2010;Misc;160;180;0;70
Monopoly Streets;Wii;2010;Misc;240;440;0;80
Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki;Wii;2009;Misc;0;0;410;0
Monster 4X4: World Circuit;Wii;2006;Racing;810;0;10;70
Monster 4x4: Masters of Metal;GC;2003;Racing;40;10;0;0
Monster 4x4: Masters of Metal;PS2;2003;Racing;140;110;0;40
Monster 4x4: Stunt Racer;Wii;2009;Racing;180;0;0;10
Monster Band;DS;2008;Misc;40;0;0;0
Monster Bomber;DS;2006;Puzzle;10;0;0;0
Monster Force;GBA;2002;Shooter;30;10;0;0
Monster Garage;XB;2004;Strategy;50;10;0;0
Monster Guardians;GBA;2001;Role-Playing;0;0;30;0
Monster High 13 Wishes;3DS;2013;Action;0;20;0;0
Monster High 13 Wishes;WiiU;2013;Action;20;0;0;0
Monster High: Ghoul Spirit;DS;2011;Misc;720;170;0;70
Monster High: Ghoul Spirit;Wii;2011;Misc;440;80;0;40
Monster High: New Ghoul in School;X360;2015;Action;0;40;0;0
Monster High: New Ghoul in School;3DS;2015;Action;0;30;0;0
Monster High: New Ghoul in School;Wii;2015;Action;0;30;0;0
Monster High: New Ghoul in School;PS3;2015;Action;0;60;0;10
Monster House;PS2;2006;Adventure;70;50;0;20
Monster House;GBA;2006;Adventure;60;20;0;0
Monster House;DS;2006;Adventure;140;10;0;10
Monster House;GC;2006;Adventure;110;30;0;0
Monster Hunter;PS2;2004;Role-Playing;110;80;280;30
Monster Hunter 4;3DS;2013;Role-Playing;0;0;3440;0
Monster Hunter 4 Ultimate;3DS;2014;Role-Playing;670;490;2620;110
Monster Hunter Diary: Poka Poka Airou Village DX;3DS;2015;Action;0;0;140;0
Monster Hunter Freedom;PSP;2005;Role-Playing;240;40;1030;40
Monster Hunter Freedom 2;PSP;2007;Role-Playing;370;270;1750;180
Monster Hunter Freedom 2;PS3;2011;Role-Playing;0;0;500;0
Monster Hunter Freedom 3;PSP;2010;Role-Playing;0;0;4870;0
Monster Hunter Freedom Unite;PSP;2008;Role-Playing;470;570;4130;340
Monster Hunter Frontier Online;X360;2010;Role-Playing;0;0;130;0
Monster Hunter Frontier Online: Forward 1;X360;2011;Role-Playing;0;0;30;0
Monster Hunter Frontier Online: Forward 2;X360;2011;Role-Playing;0;0;30;0
Monster Hunter Frontier Online: Season 10;X360;2011;Role-Playing;0;0;30;0
Monster Hunter Frontier Online: Season 9.0;X360;2010;Role-Playing;0;0;40;0
Monster Hunter G;PS2;2005;Role-Playing;0;0;230;0
Monster Hunter G;Wii;2009;Role-Playing;0;0;250;0
Monster Hunter Tri;3DS;2011;Role-Playing;460;290;1960;70
Monster Hunter Tri;Wii;2009;Role-Playing;670;410;1050;110
Monster Hunter Tri;WiiU;2012;Role-Playing;260;190;220;40
Monster Hunter X;3DS;2015;Action;250;190;2780;40
Monster Jam;X360;2007;Racing;180;0;0;20
Monster Jam;Wii;2007;Racing;150;0;0;10
Monster Jam;DS;2007;Racing;130;0;0;10
Monster Jam;PC;2007;Racing;10;0;0;0
Monster Jam;PS2;2007;Racing;120;90;0;30
Monster Jam: Maximum Destruction;GBA;2002;Racing;70;30;0;0
Monster Jam: Maximum Destruction;PS2;2002;Racing;320;250;0;80
Monster Jam: Maximum Destruction;GC;2002;Racing;40;10;0;0
Monster Jam: Path of Destruction;DS;2010;Racing;350;0;0;20
Monster Jam: Path of Destruction;X360;2010;Racing;110;0;0;10
Monster Jam: Path of Destruction;Wii;2010;Racing;500;20;0;30
Monster Jam: Path of Destruction;PSP;2010;Racing;70;0;0;10
Monster Jam: Path of Destruction;PS3;2010;Racing;210;20;0;20
Monster Jam: Urban Assault;Wii;2008;Racing;390;0;0;30
Monster Jam: Urban Assault;PSP;2008;Racing;80;0;0;10
Monster Jam: Urban Assault;PS2;2008;Racing;60;50;0;20
Monster Jam: Urban Assault;DS;2008;Racing;370;0;0;30
Monster Kingdom: Jewel Summoner;PSP;2006;Role-Playing;0;0;40;0
Monster Lab;Wii;2008;Role-Playing;280;20;0;20
Monster Lab;PS2;2008;Role-Playing;50;40;0;10
Monster Lab;DS;2008;Role-Playing;120;10;0;10
Monster Madness: Battle for Suburbia;X360;2007;Shooter;100;0;0;10
Monster Madness: Grave Danger;PS3;2008;Shooter;50;10;0;10
Monster Mayhem: Build and Battle;DS;2009;Simulation;20;0;0;0
Monster Mayhem: Build and Battle;Wii;2009;Simulation;20;0;0;0
Monster Racers;DS;2009;Racing;50;0;20;0
Monster Rancher;PS;1997;Simulation;120;80;740;70
Monster Rancher 2;PS;1998;Simulation;190;130;660;70
Monster Rancher 3;PS2;2001;Simulation;110;90;140;30
Monster Rancher 4;PS2;2003;Simulation;80;60;190;20
Monster Rancher Advance 2;GBA;2002;Simulation;10;0;0;0
Monster Rancher Battle Card: Episode II;PS;2000;Action;40;30;0;0
Monster Rancher DS;DS;2008;Role-Playing;80;0;50;10
Monster Rancher EVO;PS2;2005;Role-Playing;20;20;50;10
Monster Rancher Hop-A-Bout;PS;2000;Action;20;10;0;0
Monster Strike 3DS;3DS;2015;Action;0;0;860;0
Monster Tale;DS;2011;Platform;60;0;0;0
Monster Truck Madness;GBA;2003;Racing;90;30;0;0
Monster Truck Madness 64;N64;1999;Racing;240;60;0;0
Monster Trucks;GBA;2004;Racing;430;160;0;10
Monster Trucks DS;DS;2005;Racing;70;0;0;10
Monster Trucks Mayhem;Wii;2009;Racing;390;0;0;20
Monster Trux Arenas: Special Edition;Wii;2007;Racing;40;0;0;0
Monster Trux Offroad;Wii;2007;Racing;10;0;0;0
Monster! Bass Fishing;GBA;2003;Sports;40;10;0;0
Monsters vs. Aliens;PS2;2009;Action;110;0;0;80
Monsters vs. Aliens;Wii;2009;Action;140;90;0;30
Monsters vs. Aliens;X360;2009;Action;120;30;0;10
Monsters vs. Aliens;PC;2009;Action;10;10;0;0
Monsters vs. Aliens;DS;2009;Action;330;130;0;50
Monsters vs. Aliens;PS3;2009;Action;210;60;0;30
Monsters, Inc.;GBA;2001;Adventure;590;950;30;100
Monsters, Inc.;PS2;2002;Adventure;150;120;0;40
Monsters, Inc. Scream Arena;GC;2002;Platform;290;70;0;10
Monsters, Inc. Scream Team;PS;2001;Platform;310;210;0;40
Montessori Music;DS;2008;Misc;10;20;0;0
Moon;PS;1997;Adventure;0;0;170;10
Moon;DS;2009;Adventure;40;0;0;0
Moon Patrol;2600;1982;Shooter;1050;60;0;10
MorphX;X360;2010;Shooter;50;0;0;0
Mortal Kombat;X360;2011;Fighting;1630;330;0;150
Mortal Kombat;PS3;2011;Fighting;1980;550;0;320
Mortal Kombat;PSV;2012;Fighting;470;180;0;120
Mortal Kombat;GEN;1992;Fighting;1950;630;0;90
Mortal Kombat;PC;1994;Fighting;10;0;0;0
Mortal Kombat 3;PS;1995;Fighting;290;200;20;40
Mortal Kombat 3;GEN;1994;Fighting;1030;270;0;40
Mortal Kombat 3;SNES;1994;Fighting;1190;290;0;50
Mortal Kombat 4;N64;1998;Fighting;550;170;0;10
Mortal Kombat 4;PS;1998;Fighting;810;550;0;100
Mortal Kombat II;SNES;1993;Fighting;1480;390;0;60
Mortal Kombat Kollection;PS2;2008;Fighting;40;30;0;10
Mortal Kombat Mythologies: Sub-Zero;N64;1997;Fighting;320;70;0;0
Mortal Kombat Mythologies: Sub-Zero;PS;1997;Fighting;380;260;0;40
Mortal Kombat Trilogy;PS;1996;Fighting;1980;700;0;110
Mortal Kombat Trilogy;N64;1996;Fighting;720;220;0;20
Mortal Kombat X;PS4;2015;Fighting;1470;760;0;470
Mortal Kombat X;XOne;2015;Fighting;1000;210;0;130
Mortal Kombat X;PC;2015;Fighting;10;40;0;0
Mortal Kombat vs. DC Universe;PS3;2008;Fighting;1480;300;0;220
Mortal Kombat vs. DC Universe;X360;2008;Fighting;1530;240;0;160
Mortal Kombat: Armageddon;PS2;2006;Fighting;880;40;0;140
Mortal Kombat: Armageddon;Wii;2007;Fighting;210;20;0;20
Mortal Kombat: Deadly Alliance;GC;2002;Fighting;310;80;0;10
Mortal Kombat: Deadly Alliance;GBA;2002;Fighting;10;0;0;0
Mortal Kombat: Deadly Alliance;XB;2002;Fighting;770;150;0;40
Mortal Kombat: Deadly Alliance;PS2;2002;Fighting;1810;520;0;150
Mortal Kombat: Deception;XB;2004;Fighting;610;120;0;30
Mortal Kombat: Deception;GC;2005;Fighting;90;20;0;0
Mortal Kombat: Deception;PS2;2004;Fighting;920;720;0;240
Mortal Kombat: Shaolin Monks;PS2;2005;Action;580;20;0;90
Mortal Kombat: Shaolin Monks;XB;2005;Action;230;70;0;10
Mortal Kombat: Special Forces;PS;2000;Fighting;120;80;0;10
Mortal Kombat: Tournament Edition;GBA;2003;Fighting;10;0;0;0
Mortal Kombat: Unchained;PSP;2006;Fighting;670;10;0;60
Mortimer Beckett and the Secrets of Spooky Manor;Wii;2008;Puzzle;40;0;0;0
Moshi Monsters: Katsuma Unleashed;3DS;2013;Action;30;40;0;0
Moshi Monsters: Katsuma Unleashed;DS;2013;Action;0;130;0;20
Moshi Monsters: Moshling Zoo;DS;2011;Misc;400;990;0;220
Moshi Monsters: Moshlings Theme Park;DS;2012;Misc;30;370;0;50
Moshi Monsters: Moshlings Theme Park;3DS;2012;Misc;130;130;0;30
Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.;PSV;2016;Adventure;0;0;20;0
Mother 1+2;GBA;2003;Role-Playing;0;0;450;10
Mother 3;GBA;2006;Role-Playing;0;0;390;10
Mother Goose no Himitsu no Yakata;PSP;2011;Adventure;0;0;30;0
Motion Explosion!;X360;2011;Misc;50;10;0;0
MotionSports;X360;2010;Sports;380;260;0;60
MotionSports: Adrenaline;PS3;2011;Sports;80;60;0;30
MotionSports: Adrenaline;X360;2011;Sports;140;100;0;30
Moto Racer;PS;1997;Racing;450;300;0;50
Moto Racer 2;PS;1997;Racing;390;260;0;50
Moto Racer Advance;GBA;2002;Racing;10;0;0;0
Moto Racer DS;DS;2008;Racing;0;20;0;0
Moto Racer World Tour;PS;2000;Racing;210;140;0;20
MotoGP;GBA;2002;Racing;40;10;0;0
MotoGP;PSP;2006;Racing;30;0;0;0
MotoGP;XB;2002;Racing;70;20;0;0
MotoGP;Wii;2009;Racing;50;110;0;20
MotoGP;PS2;2000;Racing;60;50;140;20
MotoGP '06;X360;2006;Racing;110;10;0;10
MotoGP '07;X360;2007;Racing;230;0;0;20
MotoGP 07;PS2;2007;Racing;50;40;0;10
MotoGP 08;X360;2008;Racing;110;200;0;40
MotoGP 08;PS3;2008;Racing;70;240;0;80
MotoGP 08;PS2;2008;Racing;10;0;0;210
MotoGP 09/10;X360;2010;Racing;70;90;0;20
MotoGP 09/10;PS3;2010;Racing;50;130;0;40
MotoGP 10/11;PS3;2011;Racing;40;100;0;40
MotoGP 10/11;X360;2011;Racing;0;50;0;10
MotoGP 14;PS3;2014;Racing;40;60;0;20
MotoGP 14;X360;2014;Racing;40;40;0;10
MotoGP 14;PSV;2014;Racing;0;10;0;0
MotoGP 14;PS4;2014;Racing;40;110;0;40
MotoGP 15;PS3;2015;Racing;0;30;30;10
MotoGP 15;X360;2015;Racing;0;10;0;0
MotoGP 15;XOne;2015;Racing;0;30;0;0
MotoGP 15;PS4;2015;Racing;0;120;30;20
MotoGP 2;XB;2003;Racing;70;20;0;0
MotoGP 2: Ultimate Racing Technology;PS2;2001;Racing;70;60;0;20
MotoGP 3 - Official Game of MotoGP;PS2;2003;Racing;60;50;0;20
MotoGP 4 - Official Game of MotoGP;PS2;2005;Racing;30;20;0;10
Motocross Mania;PS;2001;Racing;440;300;0;50
Motocross Mania 3;PS2;2004;Racing;50;40;0;10
Motocross Mania 3;XB;2005;Racing;10;0;0;0
Motocross Maniacs Advance;GBA;2002;Racing;200;70;0;0
Motor Toon Grand Prix (Japan);PS;1994;Racing;0;0;60;0
Motor Trend presents Lotus Challenge;XB;2003;Racing;20;10;0;0
MotorHead;PS;1998;Racing;20;10;0;0
MotorStorm;PS3;2006;Racing;1530;1610;60;670
MotorStorm RC;PSV;2012;Racing;0;50;0;20
MotorStorm: Apocalypse;PS3;2011;Racing;210;200;0;80
MotorStorm: Arctic Edge;PS2;2009;Racing;70;30;0;250
MotorStorm: Arctic Edge;PSP;2009;Racing;160;580;0;300
MotorStorm: Pacific Rift;PS3;2008;Racing;430;670;20;260
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore;DS;2008;Misc;0;0;20;0
Motto NUGA-CEL!;PSP;2010;Adventure;0;0;20;0
Motto TOEIC Test DS Training;DS;2008;Misc;0;0;40;0
Motto! SoniComi;PS3;2014;Simulation;0;0;20;0
Motto! Stitch! DS Rhythm de Rakugaki Daisakusen;DS;2010;Misc;0;0;80;0
Moujuutsukai to Oujisama;PS2;2010;Adventure;0;0;20;0
Moujuutsukai to Oujisama Portable;PSP;2011;Adventure;0;0;20;0
Moujuutsukai to Oujisama: Snow Bride;PS2;2011;Adventure;0;0;20;0
Moujuutsukai to Oujisama: Snow Bride Portable;PSP;2012;Adventure;0;0;20;0
Mount & Blade;PC;2008;Role-Playing;0;20;0;0
Mount & Blade Collection;PC;2012;Role-Playing;0;20;0;0
Mount & Blade: Warband;PC;2010;Role-Playing;10;10;0;0
Mountain King;2600;1982;Action;290;20;0;0
Mountain Sports;Wii;2009;Sports;110;0;0;10
Mouse Trap;2600;1981;Action;380;20;0;0
Mousetrap / Operation / Simon;GBA;2005;Misc;120;40;0;0
Moxie Girlz;DS;2011;Misc;70;0;0;0
Moyashimon DS;DS;2009;Action;0;0;30;0
Mr Bean's Wacky World of Wii;Wii;2009;Adventure;0;50;0;0
Mr. Do!;2600;1982;Action;260;20;0;0
Mr. Do!'s Castle;2600;1983;Action;150;10;0;0
Mr. Driller;PS;1999;Puzzle;20;10;0;0
Mr. Driller 2;GBA;2001;Puzzle;0;0;150;0
Mr. Driller: Drill Spirits;DS;2004;Puzzle;80;0;50;10
Ms Saga: A New Dawn;PS2;2005;Role-Playing;20;20;0;10
Ms. Pac-Man;2600;1981;Puzzle;1540;100;0;20
Ms. Pac-Man Maze Madness;GBA;2004;Puzzle;400;150;0;10
Ms. Pac-Man Maze Madness;PS;2000;Puzzle;250;170;0;30
Ms. Pac-Man: Maze Madness;N64;2000;Puzzle;180;40;0;0
Ms. Pac-Man: Maze Madness / Pac-Man World;GBA;2005;Puzzle;170;60;0;0
Mucha Lucha! Mascaritas of the Lost Code;GBA;2003;Fighting;50;20;0;0
Muchi Muchi Pork & Pink Sweets;X360;2011;Shooter;0;0;20;0
Mugen Keitai Disgaea;PS2;2007;Role-Playing;0;0;90;0
Mugen Souls;PS3;2012;Role-Playing;40;30;80;10
Mugen Souls Z;PS3;2013;Role-Playing;20;10;40;10
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED;DS;2010;Role-Playing;0;0;120;0
Muppet RaceMania;PS;1999;Racing;90;60;0;10
Muppets Party Cruise;GC;2003;Misc;20;0;0;0
Muppets Party Cruise;PS2;2003;Misc;30;20;0;10
Murakumo: Renegade Mech Pursuit;XB;2002;Shooter;40;10;60;0
Muramasa: The Demon Blade;Wii;2009;Role-Playing;330;130;110;40
Muramasa: The Demon Blade;PSV;2013;Role-Playing;130;0;100;30
Murder in Venice;DS;2011;Adventure;60;30;0;10
Murder, She Wrote;PC;2009;Adventure;0;40;0;10
Murdered: Soul Suspect;X360;2014;Action;60;40;0;10
Murdered: Soul Suspect;XOne;2014;Action;80;70;0;10
Murdered: Soul Suspect;PS4;2014;Action;90;160;20;50
Murdered: Soul Suspect;PC;2014;Action;0;50;0;10
Murdered: Soul Suspect;PS3;2014;Action;50;60;20;20
Musashi: Samurai Legend;PS2;2005;Role-Playing;70;60;0;20
Mushi Bugyou;3DS;2013;Action;0;0;10;0
Mushihimesama;X360;2012;Action;0;0;20;0
Mushihimesama Futari Ver 1.5;X360;2009;Shooter;0;0;30;0
Mushishi: Amefuru Sato;DS;2008;Simulation;0;0;20;0
Mushroom Men: Rise of the Fungi;DS;2008;Action;100;0;0;10
Mushroom Men: The Spore Wars;Wii;2008;Action;170;10;0;10
Music Maker;PS2;2001;Misc;150;120;0;40
Music Maker: Rockstar;PS2;2009;Misc;20;10;0;0
Musou Orochi Z;PS3;2009;Action;0;0;230;0
Musou Tourou;PSP;2009;Strategy;0;0;10;0
Muv-Luv Alternative;PS3;2012;Simulation;0;0;10;0
Muv-Luv Alternative: Total Eclipse;PS3;2013;Simulation;0;0;30;0
MuvLuv Double Pack;PSV;2016;Adventure;0;0;20;0
My Amusement Park;DS;2010;Misc;60;0;0;0
My Animal Centre;Wii;2009;Simulation;0;20;0;0
My Baby 3 & Friends;DS;2010;Simulation;130;20;0;10
My Baby Boy;DS;2008;Simulation;300;20;0;30
My Baby Girl;DS;2008;Simulation;610;100;0;60
My Baby: First Steps;Wii;2009;Simulation;120;0;0;10
My Baby: First Steps;DS;2009;Simulation;280;30;0;20
My Ballet Studio;DS;2009;Simulation;10;0;0;0
My Ballet Studio;Wii;2009;Simulation;20;0;0;0
My Body Coach;Wii;2009;Sports;0;40;0;10
My Boyfriend;DS;2008;Simulation;100;0;0;10
My Chinese Coach;DS;2008;Misc;110;10;0;10
My DoItAll;DS;2009;Misc;20;0;0;0
My Dress-Up;DS;2008;Misc;60;10;0;10
My English Coach: Para Hispanoparlantes;DS;2009;Misc;80;0;0;10
My Farm Around the World;DS;2008;Simulation;110;0;0;10
My Fashion Studio;DS;2007;Misc;410;10;0;30
My First Dollhouse;DS;2010;Misc;100;0;0;10
My First Songs;Wii;2010;Misc;0;70;0;10
My Fitness Coach;Wii;2008;Sports;1200;900;0;240
My Fitness Coach 2: Exercise and Nutrition;Wii;2009;Sports;140;40;0;20
My Fitness Coach: Club;Wii;2011;Sports;0;50;0;10
My Fitness Coach: Club;PS3;2011;Sports;0;100;0;40
My French Coach;DS;2007;Misc;150;20;0;10
My Friends;DS;2009;Misc;70;0;0;10
My Frogger: Toy Trials;DS;2006;Action;20;0;0;0
My Fun Facts Coach;DS;2008;Misc;70;0;0;10
My Hero Academia: Battle for All;3DS;2016;Action;0;0;30;0
My Hero: Doctor;DS;2009;Action;20;0;0;0
My Horse & Me;Wii;2007;Sports;270;20;0;30
My Horse & Me;DS;2007;Sports;330;0;0;30
My Horse & Me: Riding for Gold;DS;2008;Sports;50;10;0;10
My Horse & Me: Riding for Gold;Wii;2008;Sports;40;20;0;0
My Japanese Coach;DS;2008;Misc;250;0;0;20
My Little Baby;DS;2008;Simulation;0;10;0;0
My Little Pony: Pinkie Pie's Party;DS;2008;Adventure;720;0;0;60
My Little Sister Can't Be This Cute Portable;PSP;2012;Action;0;0;110;0
My Make-Up;DS;2008;Misc;80;0;0;10
My Pet Chimp;DS;2010;Simulation;60;0;0;0
My Pet Shop;DS;2008;Simulation;60;0;0;0
My Pet Shop (JP sales);DS;2008;Simulation;0;0;30;0
My SAT Coach with The Princeton Review;DS;2008;Misc;100;0;0;10
My Secret World by Imagine;DS;2008;Misc;0;200;0;0
My Spanish Coach;DS;2007;Misc;400;10;0;30
My Spanish Coach;PSP;2008;Misc;120;0;0;10
My Stop Smoking Coach: Allen Carr's EasyWay;DS;2008;Misc;70;10;0;10
My Street;PS2;2003;Misc;120;90;0;30
My Virtual Tutor: Reading Adventure First to Second Grade;DS;2009;Misc;380;0;0;30
My Virtual Tutor: Reading Adventure Kindergarten to First;DS;2009;Misc;250;0;0;20
My Virtual Tutor: Reading Adventure Pre-K to Kindergarten;DS;2009;Misc;290;0;0;20
My Weight Loss Coach;DS;2008;Sports;300;540;0;110
My Word Coach;DS;2007;Misc;370;900;0;180
My Word Coach;Wii;2007;Misc;460;20;0;40
My World, My Way (US sales);DS;2008;Role-Playing;40;0;0;0
MySims;Wii;2007;Simulation;910;550;40;170
MySims;PC;2008;Simulation;0;20;0;0
MySims;DS;2007;Simulation;1590;1610;80;410
MySims Agents;Wii;2009;Adventure;620;320;0;100
MySims Agents;DS;2009;Adventure;550;430;0;110
MySims Collection;Wii;2010;Misc;130;0;0;10
MySims Kingdom;Wii;2008;Simulation;710;650;10;170
MySims Kingdom;DS;2008;Simulation;810;600;10;170
MySims Party;Wii;2009;Simulation;180;30;0;20
MySims Party;DS;2009;Simulation;150;120;0;30
MySims Racing;Wii;2009;Racing;190;230;0;50
MySims Racing;DS;2009;Racing;260;290;0;70
MySims SkyHeroes;X360;2010;Action;90;0;0;10
MySims SkyHeroes;PS3;2010;Action;80;20;0;10
MySims SkyHeroes;Wii;2010;Action;180;100;0;30
MySims SkyHeroes;DS;2010;Action;220;80;0;30
"Myself; Yourself";PS2;2007;Adventure;0;0;10;0
Myst;PC;1994;Adventure;20;2790;0;0
Myst;PS;1995;Adventure;0;0;70;0
Myst;PSP;2006;Adventure;0;10;0;0
Myst;DS;2007;Adventure;90;0;0;10
Myst;SAT;1994;Adventure;0;0;60;0
Myst III: Exile;XB;2002;Adventure;40;10;0;0
Myst III: Exile;PS2;2002;Adventure;140;110;0;40
Myst IV: Revelation;XB;2005;Adventure;40;10;0;0
Myst IV: Revelation;PC;2004;Adventure;10;0;0;0
Mystereet;PS2;2006;Adventure;0;0;10;0
Mystery Case Files: MillionHeir;DS;2008;Adventure;760;400;0;120
Mystery Case Files: Ravenhearst;PC;2007;Puzzle;10;20;0;10
Mystery Case Files: The Malgrave Incident;Wii;2011;Adventure;190;170;0;30
Mystery Dungeon: Shiren the Wanderer;DS;2006;Role-Playing;180;0;330;20
Mystery Dungeon: Shiren the Wanderer;SNES;1995;Role-Playing;0;0;400;0
Mystery Legends: Beauty and the Beast;PC;2012;Puzzle;0;10;0;0
Mystery P.I. - Portrait of a Thief;DS;2008;Adventure;110;0;0;10
Mystery Stories: Curse of the Ancient Spirits;DS;2011;Adventure;50;40;0;10
Mystery Tales 2: The Spirit Mask;DS;2011;Puzzle;0;20;0;0
Mystery Tales of Time Travel;DS;2010;Puzzle;10;160;0;20
Mystery Trackers: The Void;PC;2011;Puzzle;0;20;0;10
Mystic Ark;SNES;1995;Role-Playing;0;0;130;0
Mystic Heroes;GC;2002;Action;30;10;40;0
Mystic Heroes;PS2;2002;Action;30;20;0;10
Mystical Ninja starring Goemon;N64;1997;Action;70;20;230;40
Myth Makers: Orbs of Doom;Wii;2007;Puzzle;50;0;0;0
Myth Makers: Super Kart GP;Wii;2007;Racing;10;0;0;0
Myth Makers: Trixie in Toyland;Wii;2008;Platform;40;0;0;0
Mytran Wars;PSP;2009;Strategy;80;20;0;20
N+;PSP;2007;Platform;30;0;0;0
N+;DS;2007;Platform;60;0;0;0
N2O: Nitrous Oxide;PS;1998;Racing;90;60;0;10
N3 II: Ninety-Nine Nights;X360;2010;Action;60;70;40;10
N3: Ninety-Nine Nights;X360;2006;Action;200;30;50;20
NANA: Live Staff Daiboshuu! Shoshinsha Kangei;DS;2007;Action;0;0;20;0
NARC;PS2;2005;Shooter;180;140;0;50
NARC;XB;2005;Shooter;140;40;0;10
NASCAR;PSP;2006;Racing;90;0;0;10
NASCAR '14;X360;2014;Racing;150;0;0;10
NASCAR '14;PS3;2014;Racing;90;0;0;10
NASCAR '15;X360;2015;Sports;150;0;0;20
NASCAR 06: Total Team Control;XB;2005;Racing;200;60;0;10
NASCAR 06: Total Team Control;PS2;2005;Racing;530;20;0;90
NASCAR 07;PS2;2006;Racing;60;40;0;10
NASCAR 07;XB;2006;Racing;30;10;0;0
NASCAR 08;X360;2007;Racing;260;0;0;20
NASCAR 08;PS3;2007;Racing;150;50;0;30
NASCAR 08;PS2;2007;Racing;120;90;0;30
NASCAR 09;PS3;2008;Racing;220;10;0;20
NASCAR 09;X360;2008;Racing;230;0;0;20
NASCAR 09;PS2;2008;Racing;260;200;0;70
NASCAR 2000;N64;1999;Racing;490;30;0;0
NASCAR 2000;PS;1999;Racing;880;600;0;100
NASCAR 2001;PS2;2000;Racing;340;270;0;90
NASCAR 2001;PS;2000;Racing;450;310;0;50
NASCAR 2005: Chase for the Cup;GC;2004;Racing;100;20;0;0
NASCAR 2005: Chase for the Cup;XB;2004;Racing;340;100;0;20
NASCAR 2005: Chase for the Cup;PS2;2004;Racing;690;540;0;180
NASCAR 2011: The Game;PS3;2011;Racing;250;0;0;20
NASCAR 2011: The Game;Wii;2011;Racing;220;0;0;10
NASCAR 2011: The Game;X360;2011;Racing;290;0;0;20
NASCAR 98;PS;1996;Racing;1430;50;0;40
NASCAR 99;N64;1998;Racing;940;40;0;10
NASCAR 99;PS;1998;Racing;1450;40;0;40
NASCAR Heat;PS;2000;Racing;220;150;0;30
NASCAR Heat 2002;PS2;2001;Racing;290;230;0;80
NASCAR Heat 2002;GBA;2002;Racing;120;40;0;0
NASCAR Heat 2002;XB;2001;Racing;150;40;0;10
NASCAR Heat Evolution;XOne;2016;Racing;20;0;0;0
NASCAR Heat Evolution;PS4;2016;Racing;30;0;0;10
NASCAR Kart Racing;Wii;2009;Racing;390;0;0;30
NASCAR Racing;PS;1996;Racing;230;160;0;30
NASCAR Rumble;PS;2000;Racing;310;210;0;40
NASCAR The Game: Inside Line;X360;2012;Racing;90;0;0;10
NASCAR The Game: Inside Line;PS3;2012;Racing;70;0;0;10
NASCAR Thunder 2002;XB;2001;Racing;250;70;0;10
NASCAR Thunder 2002;PS;2001;Racing;230;160;0;30
NASCAR Thunder 2002;PS2;2001;Racing;570;440;0;150
NASCAR Thunder 2003;XB;2002;Racing;200;60;0;10
NASCAR Thunder 2003;GC;2002;Racing;240;60;0;10
NASCAR Thunder 2004;XB;2003;Racing;180;50;0;10
NASCAR Thunder 2004;PS2;2003;Racing;530;410;0;140
NASCAR Unleashed;PS3;2011;Racing;90;0;0;10
NASCAR Unleashed;3DS;2011;Racing;180;0;0;10
NASCAR Unleashed;Wii;2011;Racing;180;0;0;10
NASCAR Unleashed;X360;2011;Racing;110;0;0;10
NASCAR: Dirt to Daytona;GC;2002;Racing;70;20;0;0
NBA;PSP;2005;Sports;200;0;0;20
NBA 06;PSP;2005;Sports;200;0;0;20
NBA 06;PS2;2005;Sports;260;200;0;70
NBA 07;PS3;2006;Sports;240;0;10;20
NBA 07;PSP;2006;Sports;180;0;0;20
NBA 07;PS2;2006;Sports;10;10;0;0
NBA 08;PS3;2007;Sports;120;0;0;10
NBA 08;PS2;2007;Sports;60;50;0;20
NBA 08;PSP;2007;Sports;30;0;0;0
NBA 09: The Inside;PS2;2008;Sports;80;60;0;20
NBA 09: The Inside;PS3;2008;Sports;140;0;0;10
NBA 09: The Inside;PSP;2008;Sports;160;0;0;10
NBA 10: The Inside;PSP;2009;Sports;70;0;0;10
NBA 2K;DC;1999;Sports;0;0;50;0
NBA 2K10;PS2;2009;Sports;330;10;0;50
NBA 2K10;X360;2009;Sports;880;20;0;80
NBA 2K10;PS3;2009;Sports;750;10;10;70
NBA 2K10;PSP;2009;Sports;300;0;0;30
NBA 2K10;Wii;2009;Sports;360;0;0;30
NBA 2K11;X360;2010;Action;1840;120;10;130
