index;Name;Platform;Year;Genre;Sales_NA;Sales_EU;Sales_JP;Sales_Others;Global_Sales
8512;Monster Rancher Advance 2;GBA;2002;Simulation;0.01;0.0;0.0;0.0;0.01
8513;Monster Rancher Battle Card: Episode II;PS;2000;Action;0.04;0.03;0.0;0.0;0.07
8514;Monster Rancher DS;DS;2008;Role-Playing;0.08;0.0;0.05;0.01;0.14
8515;Monster Rancher EVO;PS2;2005;Role-Playing;0.02;0.02;0.05;0.01;0.1
8516;Monster Rancher Hop-A-Bout;PS;2000;Action;0.02;0.01;0.0;0.0;0.03
8517;Monster Strike 3DS;3DS;2015;Action;0.0;0.0;0.86;0.0;0.86
8518;Monster Tale;DS;2011;Platform;0.06;0.0;0.0;0.0;0.06
8519;Monster Truck Madness;GBA;2003;Racing;0.09;0.03;0.0;0.0;0.12
8520;Monster Truck Madness 64;N64;1999;Racing;0.24;0.06;0.0;0.0;0.3
8521;Monster Trucks;GBA;2004;Racing;0.43;0.16;0.0;0.01;0.6
8522;Monster Trucks DS;DS;2005;Racing;0.07;0.0;0.0;0.01;0.08
8523;Monster Trucks Mayhem;Wii;2009;Racing;0.39;0.0;0.0;0.02;0.41
8524;Monster Trux Arenas: Special Edition;Wii;2007;Racing;0.04;0.0;0.0;0.0;0.04
8525;Monster Trux Offroad;Wii;2007;Racing;0.01;0.0;0.0;0.0;0.01
8526;Monster! Bass Fishing;GBA;2003;Sports;0.04;0.01;0.0;0.0;0.05
8527;Monsters vs. Aliens;PS2;2009;Action;0.11;0.0;0.0;0.08;0.19
8528;Monsters vs. Aliens;Wii;2009;Action;0.14;0.09;0.0;0.03;0.26
8529;Monsters vs. Aliens;X360;2009;Action;0.12;0.03;0.0;0.01;0.16
8530;Monsters vs. Aliens;PC;2009;Action;0.01;0.01;0.0;0.0;0.02
8531;Monsters vs. Aliens;DS;2009;Action;0.33;0.13;0.0;0.05;0.51
8532;Monsters vs. Aliens;PS3;2009;Action;0.21;0.06;0.0;0.03;0.3
8533;Monsters, Inc.;GBA;2001;Adventure;0.59;0.95;0.03;0.1;1.67
8534;Monsters, Inc.;PS2;2002;Adventure;0.15;0.12;0.0;0.04;0.31
8535;Monsters, Inc. Scream Arena;GC;2002;Platform;0.29;0.07;0.0;0.01;0.37
8536;Monsters, Inc. Scream Team;PS;2001;Platform;0.31;0.21;0.0;0.04;0.56
8537;Montessori Music;DS;2008;Misc;0.01;0.02;0.0;0.0;0.03
8538;Moon;PS;1997;Adventure;0.0;0.0;0.17;0.01;0.18
8539;Moon;DS;2009;Adventure;0.04;0.0;0.0;0.0;0.04
8540;Moon Patrol;2600;1982;Shooter;1.05;0.06;0.0;0.01;1.12
8541;MorphX;X360;2010;Shooter;0.05;0.0;0.0;0.0;0.05
8542;Mortal Kombat;X360;2011;Fighting;1.63;0.33;0.0;0.15;2.11
8543;Mortal Kombat;PS3;2011;Fighting;1.98;0.55;0.0;0.32;2.85
8544;Mortal Kombat;PSV;2012;Fighting;0.47;0.18;0.0;0.12;0.77
8545;Mortal Kombat;GEN;1992;Fighting;1.95;0.63;0.0;0.09;2.67
8546;Mortal Kombat;PC;1994;Fighting;0.01;0.0;0.0;0.0;0.01
8547;Mortal Kombat 3;PS;1995;Fighting;0.29;0.2;0.02;0.04;0.55
8548;Mortal Kombat 3;GEN;1994;Fighting;1.03;0.27;0.0;0.04;1.34
8549;Mortal Kombat 3;SNES;1994;Fighting;1.19;0.29;0.0;0.05;1.53
8550;Mortal Kombat 4;N64;1998;Fighting;0.55;0.17;0.0;0.01;0.73
8551;Mortal Kombat 4;PS;1998;Fighting;0.81;0.55;0.0;0.1;1.46
8552;Mortal Kombat II;SNES;1993;Fighting;1.48;0.39;0.0;0.06;1.93
8553;Mortal Kombat Kollection;PS2;2008;Fighting;0.04;0.03;0.0;0.01;0.08
8554;Mortal Kombat Mythologies: Sub-Zero;N64;1997;Fighting;0.32;0.07;0.0;0.0;0.39
8555;Mortal Kombat Mythologies: Sub-Zero;PS;1997;Fighting;0.38;0.26;0.0;0.04;0.68
8556;Mortal Kombat Trilogy;PS;1996;Fighting;1.98;0.7;0.0;0.11;2.79
8557;Mortal Kombat Trilogy;N64;1996;Fighting;0.72;0.22;0.0;0.02;0.96
8558;Mortal Kombat X;PS4;2015;Fighting;1.47;0.76;0.0;0.47;2.7
8559;Mortal Kombat X;XOne;2015;Fighting;1.0;0.21;0.0;0.13;1.34
8560;Mortal Kombat X;PC;2015;Fighting;0.01;0.04;0.0;0.0;0.05
8561;Mortal Kombat vs. DC Universe;PS3;2008;Fighting;1.48;0.3;0.0;0.22;2.0
8562;Mortal Kombat vs. DC Universe;X360;2008;Fighting;1.53;0.24;0.0;0.16;1.93
8563;Mortal Kombat: Armageddon;PS2;2006;Fighting;0.88;0.04;0.0;0.14;1.06
8564;Mortal Kombat: Armageddon;Wii;2007;Fighting;0.21;0.02;0.0;0.02;0.25
8565;Mortal Kombat: Deadly Alliance;GC;2002;Fighting;0.31;0.08;0.0;0.01;0.4
8566;Mortal Kombat: Deadly Alliance;GBA;2002;Fighting;0.01;0.0;0.0;0.0;0.01
8567;Mortal Kombat: Deadly Alliance;XB;2002;Fighting;0.77;0.15;0.0;0.04;0.96
8568;Mortal Kombat: Deadly Alliance;PS2;2002;Fighting;1.81;0.52;0.0;0.15;2.48
8569;Mortal Kombat: Deception;XB;2004;Fighting;0.61;0.12;0.0;0.03;0.76
8570;Mortal Kombat: Deception;GC;2005;Fighting;0.09;0.02;0.0;0.0;0.11
8571;Mortal Kombat: Deception;PS2;2004;Fighting;0.92;0.72;0.0;0.24;1.88
8572;Mortal Kombat: Shaolin Monks;PS2;2005;Action;0.58;0.02;0.0;0.09;0.69
8573;Mortal Kombat: Shaolin Monks;XB;2005;Action;0.23;0.07;0.0;0.01;0.31
8574;Mortal Kombat: Special Forces;PS;2000;Fighting;0.12;0.08;0.0;0.01;0.21
8575;Mortal Kombat: Tournament Edition;GBA;2003;Fighting;0.01;0.0;0.0;0.0;0.01
8576;Mortal Kombat: Unchained;PSP;2006;Fighting;0.67;0.01;0.0;0.06;0.74
8577;Mortimer Beckett and the Secrets of Spooky Manor;Wii;2008;Puzzle;0.04;0.0;0.0;0.0;0.04
8578;Moshi Monsters: Katsuma Unleashed;3DS;2013;Action;0.03;0.04;0.0;0.0;0.07
8579;Moshi Monsters: Katsuma Unleashed;DS;2013;Action;0.0;0.13;0.0;0.02;0.15
8580;Moshi Monsters: Moshling Zoo;DS;2011;Misc;0.4;0.99;0.0;0.22;1.61
8581;Moshi Monsters: Moshlings Theme Park;DS;2012;Misc;0.03;0.37;0.0;0.05;0.45
8582;Moshi Monsters: Moshlings Theme Park;3DS;2012;Misc;0.13;0.13;0.0;0.03;0.29
8583;Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.;PSV;2016;Adventure;0.0;0.0;0.02;0.0;0.02
8584;Mother 1+2;GBA;2003;Role-Playing;0.0;0.0;0.45;0.01;0.46
8585;Mother 3;GBA;2006;Role-Playing;0.0;0.0;0.39;0.01;0.4
8586;Mother Goose no Himitsu no Yakata;PSP;2011;Adventure;0.0;0.0;0.03;0.0;0.03
8587;Motion Explosion!;X360;2011;Misc;0.05;0.01;0.0;0.0;0.06
8588;MotionSports;X360;2010;Sports;0.38;0.26;0.0;0.06;0.7
8589;MotionSports: Adrenaline;PS3;2011;Sports;0.08;0.06;0.0;0.03;0.17
8590;MotionSports: Adrenaline;X360;2011;Sports;0.14;0.1;0.0;0.03;0.27
8591;Moto Racer;PS;1997;Racing;0.45;0.3;0.0;0.05;0.8
8592;Moto Racer 2;PS;1997;Racing;0.39;0.26;0.0;0.05;0.7
8593;Moto Racer Advance;GBA;2002;Racing;0.01;0.0;0.0;0.0;0.01
8594;Moto Racer DS;DS;2008;Racing;0.0;0.02;0.0;0.0;0.02
8595;Moto Racer World Tour;PS;2000;Racing;0.21;0.14;0.0;0.02;0.37
8596;MotoGP;GBA;2002;Racing;0.04;0.01;0.0;0.0;0.05
8597;MotoGP;PSP;2006;Racing;0.03;0.0;0.0;0.0;0.03
8598;MotoGP;XB;2002;Racing;0.07;0.02;0.0;0.0;0.09
8599;MotoGP;Wii;2009;Racing;0.05;0.11;0.0;0.02;0.18
8600;MotoGP;PS2;2000;Racing;0.06;0.05;0.14;0.02;0.27
8601;MotoGP '06;X360;2006;Racing;0.11;0.01;0.0;0.01;0.13
8602;MotoGP '07;X360;2007;Racing;0.23;0.0;0.0;0.02;0.25
8603;MotoGP 07;PS2;2007;Racing;0.05;0.04;0.0;0.01;0.1
8604;MotoGP 08;X360;2008;Racing;0.11;0.2;0.0;0.04;0.35
8605;MotoGP 08;PS3;2008;Racing;0.07;0.24;0.0;0.08;0.39
8606;MotoGP 08;PS2;2008;Racing;0.01;0.0;0.0;0.21;0.22
8607;MotoGP 09/10;X360;2010;Racing;0.07;0.09;0.0;0.02;0.18
8608;MotoGP 09/10;PS3;2010;Racing;0.05;0.13;0.0;0.04;0.22
8609;MotoGP 10/11;PS3;2011;Racing;0.04;0.1;0.0;0.04;0.18
8610;MotoGP 10/11;X360;2011;Racing;0.0;0.05;0.0;0.01;0.06
8611;MotoGP 14;PS3;2014;Racing;0.04;0.06;0.0;0.02;0.12
8612;MotoGP 14;X360;2014;Racing;0.04;0.04;0.0;0.01;0.09
8613;MotoGP 14;PSV;2014;Racing;0.0;0.01;0.0;0.0;0.01
8614;MotoGP 14;PS4;2014;Racing;0.04;0.11;0.0;0.04;0.19
8615;MotoGP 15;PS3;2015;Racing;0.0;0.03;0.03;0.01;0.07
8616;MotoGP 15;X360;2015;Racing;0.0;0.01;0.0;0.0;0.01
8617;MotoGP 15;XOne;2015;Racing;0.0;0.03;0.0;0.0;0.03
8618;MotoGP 15;PS4;2015;Racing;0.0;0.12;0.03;0.02;0.17
8619;MotoGP 2;XB;2003;Racing;0.07;0.02;0.0;0.0;0.09
8620;MotoGP 2: Ultimate Racing Technology;PS2;2001;Racing;0.07;0.06;0.0;0.02;0.15
8621;MotoGP 3 - Official Game of MotoGP;PS2;2003;Racing;0.06;0.05;0.0;0.02;0.13
8622;MotoGP 4 - Official Game of MotoGP;PS2;2005;Racing;0.03;0.02;0.0;0.01;0.06
8623;Motocross Mania;PS;2001;Racing;0.44;0.3;0.0;0.05;0.79
8624;Motocross Mania 3;PS2;2004;Racing;0.05;0.04;0.0;0.01;0.1
8625;Motocross Mania 3;XB;2005;Racing;0.01;0.0;0.0;0.0;0.01
8626;Motocross Maniacs Advance;GBA;2002;Racing;0.2;0.07;0.0;0.0;0.27
8627;Motor Toon Grand Prix (Japan);PS;1994;Racing;0.0;0.0;0.06;0.0;0.06
8628;Motor Trend presents Lotus Challenge;XB;2003;Racing;0.02;0.01;0.0;0.0;0.03
8629;MotorHead;PS;1998;Racing;0.02;0.01;0.0;0.0;0.03
8630;MotorStorm;PS3;2006;Racing;1.53;1.61;0.06;0.67;3.87
8631;MotorStorm RC;PSV;2012;Racing;0.0;0.05;0.0;0.02;0.07
8632;MotorStorm: Apocalypse;PS3;2011;Racing;0.21;0.2;0.0;0.08;0.49
8633;MotorStorm: Arctic Edge;PS2;2009;Racing;0.07;0.03;0.0;0.25;0.35
8634;MotorStorm: Arctic Edge;PSP;2009;Racing;0.16;0.58;0.0;0.3;1.04
8635;MotorStorm: Pacific Rift;PS3;2008;Racing;0.43;0.67;0.02;0.26;1.38
8636;Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore;DS;2008;Misc;0.0;0.0;0.02;0.0;0.02
8637;Motto NUGA-CEL!;PSP;2010;Adventure;0.0;0.0;0.02;0.0;0.02
8638;Motto TOEIC Test DS Training;DS;2008;Misc;0.0;0.0;0.04;0.0;0.04
8639;Motto! SoniComi;PS3;2014;Simulation;0.0;0.0;0.02;0.0;0.02
8640;Motto! Stitch! DS Rhythm de Rakugaki Daisakusen;DS;2010;Misc;0.0;0.0;0.08;0.0;0.08
8641;Moujuutsukai to Oujisama;PS2;2010;Adventure;0.0;0.0;0.02;0.0;0.02
8642;Moujuutsukai to Oujisama Portable;PSP;2011;Adventure;0.0;0.0;0.02;0.0;0.02
8643;Moujuutsukai to Oujisama: Snow Bride;PS2;2011;Adventure;0.0;0.0;0.02;0.0;0.02
8644;Moujuutsukai to Oujisama: Snow Bride Portable;PSP;2012;Adventure;0.0;0.0;0.02;0.0;0.02
8645;Mount & Blade;PC;2008;Role-Playing;0.0;0.02;0.0;0.0;0.02
8646;Mount & Blade Collection;PC;2012;Role-Playing;0.0;0.02;0.0;0.0;0.02
8647;Mount & Blade: Warband;PC;2010;Role-Playing;0.01;0.01;0.0;0.0;0.02
8648;Mountain King;2600;1982;Action;0.29;0.02;0.0;0.0;0.31
8649;Mountain Sports;Wii;2009;Sports;0.11;0.0;0.0;0.01;0.12
8650;Mouse Trap;2600;1981;Action;0.38;0.02;0.0;0.0;0.4
8651;Mousetrap / Operation / Simon;GBA;2005;Misc;0.12;0.04;0.0;0.0;0.16
8652;Moxie Girlz;DS;2011;Misc;0.07;0.0;0.0;0.0;0.07
8653;Moyashimon DS;DS;2009;Action;0.0;0.0;0.03;0.0;0.03
8654;Mr Bean's Wacky World of Wii;Wii;2009;Adventure;0.0;0.05;0.0;0.0;0.05
8655;Mr. Do!;2600;1982;Action;0.26;0.02;0.0;0.0;0.28
8656;Mr. Do!'s Castle;2600;1983;Action;0.15;0.01;0.0;0.0;0.16
8657;Mr. Driller;PS;1999;Puzzle;0.02;0.01;0.0;0.0;0.03
8658;Mr. Driller 2;GBA;2001;Puzzle;0.0;0.0;0.15;0.0;0.15
8659;Mr. Driller: Drill Spirits;DS;2004;Puzzle;0.08;0.0;0.05;0.01;0.14
8660;Ms Saga: A New Dawn;PS2;2005;Role-Playing;0.02;0.02;0.0;0.01;0.05
8661;Ms. Pac-Man;2600;1981;Puzzle;1.54;0.1;0.0;0.02;1.66
8662;Ms. Pac-Man Maze Madness;GBA;2004;Puzzle;0.4;0.15;0.0;0.01;0.56
8663;Ms. Pac-Man Maze Madness;PS;2000;Puzzle;0.25;0.17;0.0;0.03;0.45
8664;Ms. Pac-Man: Maze Madness;N64;2000;Puzzle;0.18;0.04;0.0;0.0;0.22
8665;Ms. Pac-Man: Maze Madness / Pac-Man World;GBA;2005;Puzzle;0.17;0.06;0.0;0.0;0.23
8666;Mucha Lucha! Mascaritas of the Lost Code;GBA;2003;Fighting;0.05;0.02;0.0;0.0;0.07
8667;Muchi Muchi Pork & Pink Sweets;X360;2011;Shooter;0.0;0.0;0.02;0.0;0.02
8668;Mugen Keitai Disgaea;PS2;2007;Role-Playing;0.0;0.0;0.09;0.0;0.09
8669;Mugen Souls;PS3;2012;Role-Playing;0.04;0.03;0.08;0.01;0.16
8670;Mugen Souls Z;PS3;2013;Role-Playing;0.02;0.01;0.04;0.01;0.08
8671;Mugen no Frontier: Super Robot Taisen OG Saga EXCEED;DS;2010;Role-Playing;0.0;0.0;0.12;0.0;0.12
8672;Muppet RaceMania;PS;1999;Racing;0.09;0.06;0.0;0.01;0.16
8673;Muppets Party Cruise;GC;2003;Misc;0.02;0.0;0.0;0.0;0.02
8674;Muppets Party Cruise;PS2;2003;Misc;0.03;0.02;0.0;0.01;0.06
8675;Murakumo: Renegade Mech Pursuit;XB;2002;Shooter;0.04;0.01;0.06;0.0;0.11
8676;Muramasa: The Demon Blade;Wii;2009;Role-Playing;0.33;0.13;0.11;0.04;0.61
8677;Muramasa: The Demon Blade;PSV;2013;Role-Playing;0.13;0.0;0.1;0.03;0.26
8678;Murder in Venice;DS;2011;Adventure;0.06;0.03;0.0;0.01;0.1
8679;Murder, She Wrote;PC;2009;Adventure;0.0;0.04;0.0;0.01;0.05
8680;Murdered: Soul Suspect;X360;2014;Action;0.06;0.04;0.0;0.01;0.11
8681;Murdered: Soul Suspect;XOne;2014;Action;0.08;0.07;0.0;0.01;0.16
8682;Murdered: Soul Suspect;PS4;2014;Action;0.09;0.16;0.02;0.05;0.32
8683;Murdered: Soul Suspect;PC;2014;Action;0.0;0.05;0.0;0.01;0.06
8684;Murdered: Soul Suspect;PS3;2014;Action;0.05;0.06;0.02;0.02;0.15
8685;Musashi: Samurai Legend;PS2;2005;Role-Playing;0.07;0.06;0.0;0.02;0.15
8686;Mushi Bugyou;3DS;2013;Action;0.0;0.0;0.01;0.0;0.01
8687;Mushihimesama;X360;2012;Action;0.0;0.0;0.02;0.0;0.02
8688;Mushihimesama Futari Ver 1.5;X360;2009;Shooter;0.0;0.0;0.03;0.0;0.03
8689;Mushishi: Amefuru Sato;DS;2008;Simulation;0.0;0.0;0.02;0.0;0.02
8690;Mushroom Men: Rise of the Fungi;DS;2008;Action;0.1;0.0;0.0;0.01;0.11
8691;Mushroom Men: The Spore Wars;Wii;2008;Action;0.17;0.01;0.0;0.01;0.19
8692;Music Maker;PS2;2001;Misc;0.15;0.12;0.0;0.04;0.31
8693;Music Maker: Rockstar;PS2;2009;Misc;0.02;0.01;0.0;0.0;0.03
8694;Musou Orochi Z;PS3;2009;Action;0.0;0.0;0.23;0.0;0.23
8695;Musou Tourou;PSP;2009;Strategy;0.0;0.0;0.01;0.0;0.01
8696;Muv-Luv Alternative;PS3;2012;Simulation;0.0;0.0;0.01;0.0;0.01
8697;Muv-Luv Alternative: Total Eclipse;PS3;2013;Simulation;0.0;0.0;0.03;0.0;0.03
8698;MuvLuv Double Pack;PSV;2016;Adventure;0.0;0.0;0.02;0.0;0.02
8699;My Amusement Park;DS;2010;Misc;0.06;0.0;0.0;0.0;0.06
8700;My Animal Centre;Wii;2009;Simulation;0.0;0.02;0.0;0.0;0.02
8701;My Baby 3 & Friends;DS;2010;Simulation;0.13;0.02;0.0;0.01;0.16
8702;My Baby Boy;DS;2008;Simulation;0.3;0.02;0.0;0.03;0.35
8703;My Baby Girl;DS;2008;Simulation;0.61;0.1;0.0;0.06;0.77
8704;My Baby: First Steps;Wii;2009;Simulation;0.12;0.0;0.0;0.01;0.13
8705;My Baby: First Steps;DS;2009;Simulation;0.28;0.03;0.0;0.02;0.33
8706;My Ballet Studio;DS;2009;Simulation;0.01;0.0;0.0;0.0;0.01
8707;My Ballet Studio;Wii;2009;Simulation;0.02;0.0;0.0;0.0;0.02
8708;My Body Coach;Wii;2009;Sports;0.0;0.04;0.0;0.01;0.05
8709;My Boyfriend;DS;2008;Simulation;0.1;0.0;0.0;0.01;0.11
8710;My Chinese Coach;DS;2008;Misc;0.11;0.01;0.0;0.01;0.13
8711;My DoItAll;DS;2009;Misc;0.02;0.0;0.0;0.0;0.02
8712;My Dress-Up;DS;2008;Misc;0.06;0.01;0.0;0.01;0.08
8713;My English Coach: Para Hispanoparlantes;DS;2009;Misc;0.08;0.0;0.0;0.01;0.09
8714;My Farm Around the World;DS;2008;Simulation;0.11;0.0;0.0;0.01;0.12
8715;My Fashion Studio;DS;2007;Misc;0.41;0.01;0.0;0.03;0.45
8716;My First Dollhouse;DS;2010;Misc;0.1;0.0;0.0;0.01;0.11
8717;My First Songs;Wii;2010;Misc;0.0;0.07;0.0;0.01;0.08
8718;My Fitness Coach;Wii;2008;Sports;1.2;0.9;0.0;0.24;2.34
8719;My Fitness Coach 2: Exercise and Nutrition;Wii;2009;Sports;0.14;0.04;0.0;0.02;0.2
8720;My Fitness Coach: Club;Wii;2011;Sports;0.0;0.05;0.0;0.01;0.06
8721;My Fitness Coach: Club;PS3;2011;Sports;0.0;0.1;0.0;0.04;0.14
8722;My French Coach;DS;2007;Misc;0.15;0.02;0.0;0.01;0.18
8723;My Friends;DS;2009;Misc;0.07;0.0;0.0;0.01;0.08
8724;My Frogger: Toy Trials;DS;2006;Action;0.02;0.0;0.0;0.0;0.02
8725;My Fun Facts Coach;DS;2008;Misc;0.07;0.0;0.0;0.01;0.08
8726;My Hero Academia: Battle for All;3DS;2016;Action;0.0;0.0;0.03;0.0;0.03
8727;My Hero: Doctor;DS;2009;Action;0.02;0.0;0.0;0.0;0.02
8728;My Horse & Me;Wii;2007;Sports;0.27;0.02;0.0;0.03;0.32
8729;My Horse & Me;DS;2007;Sports;0.33;0.0;0.0;0.03;0.36
8730;My Horse & Me: Riding for Gold;DS;2008;Sports;0.05;0.01;0.0;0.01;0.07
8731;My Horse & Me: Riding for Gold;Wii;2008;Sports;0.04;0.02;0.0;0.0;0.06
8732;My Japanese Coach;DS;2008;Misc;0.25;0.0;0.0;0.02;0.27
8733;My Little Baby;DS;2008;Simulation;0.0;0.01;0.0;0.0;0.01
8734;My Little Pony: Pinkie Pie's Party;DS;2008;Adventure;0.72;0.0;0.0;0.06;0.78
8735;My Little Sister Can't Be This Cute Portable;PSP;2012;Action;0.0;0.0;0.11;0.0;0.11
8736;My Make-Up;DS;2008;Misc;0.08;0.0;0.0;0.01;0.09
8737;My Pet Chimp;DS;2010;Simulation;0.06;0.0;0.0;0.0;0.06
8738;My Pet Shop;DS;2008;Simulation;0.06;0.0;0.0;0.0;0.06
8739;My Pet Shop (JP sales);DS;2008;Simulation;0.0;0.0;0.03;0.0;0.03
8740;My SAT Coach with The Princeton Review;DS;2008;Misc;0.1;0.0;0.0;0.01;0.11
8741;My Secret World by Imagine;DS;2008;Misc;0.0;0.2;0.0;0.0;0.2
8742;My Spanish Coach;DS;2007;Misc;0.4;0.01;0.0;0.03;0.44
8743;My Spanish Coach;PSP;2008;Misc;0.12;0.0;0.0;0.01;0.13
8744;My Stop Smoking Coach: Allen Carr's EasyWay;DS;2008;Misc;0.07;0.01;0.0;0.01;0.09
8745;My Street;PS2;2003;Misc;0.12;0.09;0.0;0.03;0.24
8746;My Virtual Tutor: Reading Adventure First to Second Grade;DS;2009;Misc;0.38;0.0;0.0;0.03;0.41
8747;My Virtual Tutor: Reading Adventure Kindergarten to First;DS;2009;Misc;0.25;0.0;0.0;0.02;0.27
8748;My Virtual Tutor: Reading Adventure Pre-K to Kindergarten;DS;2009;Misc;0.29;0.0;0.0;0.02;0.31
8749;My Weight Loss Coach;DS;2008;Sports;0.3;0.54;0.0;0.11;0.95
8750;My Word Coach;DS;2007;Misc;0.37;0.9;0.0;0.18;1.45
8751;My Word Coach;Wii;2007;Misc;0.46;0.02;0.0;0.04;0.52
8752;My World, My Way (US sales);DS;2008;Role-Playing;0.04;0.0;0.0;0.0;0.04
8753;MySims;Wii;2007;Simulation;0.91;0.55;0.04;0.17;1.67
8754;MySims;PC;2008;Simulation;0.0;0.02;0.0;0.0;0.02
8755;MySims;DS;2007;Simulation;1.59;1.61;0.08;0.41;3.69
8756;MySims Agents;Wii;2009;Adventure;0.62;0.32;0.0;0.1;1.04
8757;MySims Agents;DS;2009;Adventure;0.55;0.43;0.0;0.11;1.09
8758;MySims Collection;Wii;2010;Misc;0.13;0.0;0.0;0.01;0.14
8759;MySims Kingdom;Wii;2008;Simulation;0.71;0.65;0.01;0.17;1.54
8760;MySims Kingdom;DS;2008;Simulation;0.81;0.6;0.01;0.17;1.59
8761;MySims Party;Wii;2009;Simulation;0.18;0.03;0.0;0.02;0.23
8762;MySims Party;DS;2009;Simulation;0.15;0.12;0.0;0.03;0.3
8763;MySims Racing;Wii;2009;Racing;0.19;0.23;0.0;0.05;0.47
8764;MySims Racing;DS;2009;Racing;0.26;0.29;0.0;0.07;0.62
8765;MySims SkyHeroes;X360;2010;Action;0.09;0.0;0.0;0.01;0.1
8766;MySims SkyHeroes;PS3;2010;Action;0.08;0.02;0.0;0.01;0.11
8767;MySims SkyHeroes;Wii;2010;Action;0.18;0.1;0.0;0.03;0.31
8768;MySims SkyHeroes;DS;2010;Action;0.22;0.08;0.0;0.03;0.33
8769;"Myself; Yourself";PS2;2007;Adventure;0.0;0.0;0.01;0.0;0.01
8770;Myst;PC;1994;Adventure;0.02;2.79;0.0;0.0;2.81
8771;Myst;PS;1995;Adventure;0.0;0.0;0.07;0.0;0.07
8772;Myst;PSP;2006;Adventure;0.0;0.01;0.0;0.0;0.01
8773;Myst;DS;2007;Adventure;0.09;0.0;0.0;0.01;0.1
8774;Myst;SAT;1994;Adventure;0.0;0.0;0.06;0.0;0.06
8775;Myst III: Exile;XB;2002;Adventure;0.04;0.01;0.0;0.0;0.05
8776;Myst III: Exile;PS2;2002;Adventure;0.14;0.11;0.0;0.04;0.29
8777;Myst IV: Revelation;XB;2005;Adventure;0.04;0.01;0.0;0.0;0.05
8778;Myst IV: Revelation;PC;2004;Adventure;0.01;0.0;0.0;0.0;0.01
8779;Mystereet;PS2;2006;Adventure;0.0;0.0;0.01;0.0;0.01
8780;Mystery Case Files: MillionHeir;DS;2008;Adventure;0.76;0.4;0.0;0.12;1.28
8781;Mystery Case Files: Ravenhearst;PC;2007;Puzzle;0.01;0.02;0.0;0.01;0.04
8782;Mystery Case Files: The Malgrave Incident;Wii;2011;Adventure;0.19;0.17;0.0;0.03;0.39
8783;Mystery Dungeon: Shiren the Wanderer;DS;2006;Role-Playing;0.18;0.0;0.33;0.02;0.53
8784;Mystery Dungeon: Shiren the Wanderer;SNES;1995;Role-Playing;0.0;0.0;0.4;0.0;0.4
8785;Mystery Legends: Beauty and the Beast;PC;2012;Puzzle;0.0;0.01;0.0;0.0;0.01
8786;Mystery P.I. - Portrait of a Thief;DS;2008;Adventure;0.11;0.0;0.0;0.01;0.12
8787;Mystery Stories: Curse of the Ancient Spirits;DS;2011;Adventure;0.05;0.04;0.0;0.01;0.1
8788;Mystery Tales 2: The Spirit Mask;DS;2011;Puzzle;0.0;0.02;0.0;0.0;0.02
8789;Mystery Tales of Time Travel;DS;2010;Puzzle;0.01;0.16;0.0;0.02;0.19
8790;Mystery Trackers: The Void;PC;2011;Puzzle;0.0;0.02;0.0;0.01;0.03
8791;Mystic Ark;SNES;1995;Role-Playing;0.0;0.0;0.13;0.0;0.13
8792;Mystic Heroes;GC;2002;Action;0.03;0.01;0.04;0.0;0.08
8793;Mystic Heroes;PS2;2002;Action;0.03;0.02;0.0;0.01;0.06
8794;Mystical Ninja starring Goemon;N64;1997;Action;0.07;0.02;0.23;0.04;0.36
8795;Myth Makers: Orbs of Doom;Wii;2007;Puzzle;0.05;0.0;0.0;0.0;0.05
8796;Myth Makers: Super Kart GP;Wii;2007;Racing;0.01;0.0;0.0;0.0;0.01
8797;Myth Makers: Trixie in Toyland;Wii;2008;Platform;0.04;0.0;0.0;0.0;0.04
8798;Mytran Wars;PSP;2009;Strategy;0.08;0.02;0.0;0.02;0.12
8799;N+;PSP;2007;Platform;0.03;0.0;0.0;0.0;0.03
8800;N+;DS;2007;Platform;0.06;0.0;0.0;0.0;0.06
8801;N2O: Nitrous Oxide;PS;1998;Racing;0.09;0.06;0.0;0.01;0.16
8802;N3 II: Ninety-Nine Nights;X360;2010;Action;0.06;0.07;0.04;0.01;0.18
8803;N3: Ninety-Nine Nights;X360;2006;Action;0.2;0.03;0.05;0.02;0.3
8804;NANA: Live Staff Daiboshuu! Shoshinsha Kangei;DS;2007;Action;0.0;0.0;0.02;0.0;0.02
8805;NARC;PS2;2005;Shooter;0.18;0.14;0.0;0.05;0.37
8806;NARC;XB;2005;Shooter;0.14;0.04;0.0;0.01;0.19
8807;NASCAR;PSP;2006;Racing;0.09;0.0;0.0;0.01;0.1
8808;NASCAR '14;X360;2014;Racing;0.15;0.0;0.0;0.01;0.16
8809;NASCAR '14;PS3;2014;Racing;0.09;0.0;0.0;0.01;0.1
8810;NASCAR '15;X360;2015;Sports;0.15;0.0;0.0;0.02;0.17
8811;NASCAR 06: Total Team Control;XB;2005;Racing;0.2;0.06;0.0;0.01;0.27
8812;NASCAR 06: Total Team Control;PS2;2005;Racing;0.53;0.02;0.0;0.09;0.64
8813;NASCAR 07;PS2;2006;Racing;0.06;0.04;0.0;0.01;0.11
